city,lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,main,description,temp,feels_like,temp_min,temp_max,pressure,humidity,speed,deg,cloudiness (%),rain,gust,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,averageSpeedDifference,averageTimeDifference,day,year,month,week,hour,minute
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.85,12.49,12.3,13.29,1016,88,3.09,310,0,0.0,0.0,1,200.27,0.0,0.95,69.38,0.75,5.01,10.24,0.11,0,0,2,2022,4,17,4,13
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.66,13.35,12.56,14.96,1010,87,2.06,280,20,0.0,0.0,1,240.33,0.0,6.08,57.22,1.85,5.91,11.6,1.25,0,0,2,2022,4,17,4,23
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,12.2,11.85,11.69,12.9,1015,91,2.06,160,20,0.0,0.0,2,223.64,0.0,2.19,85.83,1.82,4.53,7.86,0.09,0,0,2,2022,4,17,4,23
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.87,11.57,11.86,13.29,1016,94,2.57,280,0,0.0,0.0,1,200.27,0.0,0.95,69.38,0.75,5.01,10.24,0.11,0,0,2,2022,4,17,4,23
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.52,13.2,12.56,14.96,1010,87,2.06,280,20,0.0,0.0,1,236.99,0.0,5.57,57.22,1.79,5.45,10.65,1.35,0,0,2,2022,4,17,4,33
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,12.2,11.85,11.69,12.9,1015,91,2.06,160,20,0.0,0.0,2,223.64,0.0,2.29,83.69,1.91,4.39,7.66,0.13,0,0,2,2022,4,17,4,33
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.87,11.57,11.86,13.29,1016,94,2.57,280,0,0.0,0.0,1,200.27,0.0,1.03,69.38,0.81,5.33,10.84,0.11,0,0,2,2022,4,17,4,33
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.5,13.18,12.56,14.73,1010,87,2.06,280,20,0.0,0.0,1,236.99,0.0,5.57,57.22,1.79,5.45,10.65,1.35,0,0,2,2022,4,17,4,43
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,12.2,11.85,11.69,12.9,1015,91,2.06,160,20,0.0,0.0,2,223.64,0.0,2.29,83.69,1.91,4.39,7.66,0.13,0,0,2,2022,4,17,4,43
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.85,12.49,12.3,13.29,1016,88,3.09,280,0,0.0,0.0,1,200.27,0.0,1.03,69.38,0.81,5.33,10.84,0.11,0,0,2,2022,4,17,4,43
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.46,13.11,12.56,14.73,1010,86,2.06,280,20,0.0,0.0,1,236.99,0.0,5.57,57.22,1.79,5.45,10.65,1.35,0,0,2,2022,4,17,4,53
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,12.2,11.88,11.69,12.9,1015,92,2.57,170,20,0.0,0.0,2,223.64,0.0,2.29,83.69,1.91,4.39,7.66,0.13,0,0,2,2022,4,17,4,53
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.84,12.48,11.75,13.29,1016,88,3.09,280,0,0.0,0.0,1,200.27,0.0,1.03,69.38,0.81,5.33,10.84,0.11,0,0,2,2022,4,17,4,53
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.55,13.15,12.56,14.73,1007,84,0.89,284,20,0.0,1.79,1,236.99,0.0,5.57,57.22,1.79,5.45,10.65,1.35,0,0,2,2022,4,17,5,3
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,12.2,11.85,11.69,12.9,1015,91,2.57,170,20,0.0,0.0,2,223.64,0.0,2.29,83.69,1.91,4.39,7.66,0.13,0,0,2,2022,4,17,5,3
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.84,12.48,11.75,13.29,1016,88,3.09,280,0,0.0,0.0,1,200.27,0.0,1.03,69.38,0.81,5.33,10.84,0.11,0,0,2,2022,4,17,5,3
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.55,13.15,12.56,14.73,1007,84,0.89,328,20,0.0,1.34,1,236.99,0.0,5.57,57.22,1.79,5.45,10.65,1.35,0,0,2,2022,4,17,5,13
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,12.2,11.85,11.69,12.9,1015,91,2.57,170,20,0.0,0.0,2,223.64,0.0,2.29,83.69,1.91,4.39,7.66,0.13,0,0,2,2022,4,17,5,13
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.84,12.48,11.75,13.29,1016,88,3.09,280,0,0.0,0.0,1,200.27,0.0,1.03,69.38,0.81,5.33,10.84,0.11,0,0,2,2022,4,17,5,13
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.32,12.95,12.56,14.73,1007,86,0.89,360,20,0.0,0.89,1,236.99,0.0,5.57,57.22,1.79,5.45,10.65,1.35,0,0,2,2022,4,17,5,23
Porto,41.14961,-8.61099,15,15,31,31,Clouds,scattered clouds,12.21,11.89,11.69,12.73,1015,92,2.57,170,40,0.0,0.0,2,223.64,0.0,2.29,83.69,1.91,4.39,7.66,0.13,0,0,2,2022,4,17,5,23
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.83,12.47,11.19,12.86,1016,88,3.6,290,0,0.0,0.0,1,200.27,0.0,1.03,69.38,0.81,5.33,10.84,0.11,0,0,2,2022,4,17,5,23
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.06,12.69,11.92,14.73,1010,87,1.03,300,20,0.0,0.0,1,236.99,0.0,5.83,54.36,1.76,5.29,10.05,1.6,0,0,2,2022,4,17,5,33
Porto,41.14961,-8.61099,15,15,31,31,Clouds,scattered clouds,12.21,11.89,11.69,12.73,1015,92,2.57,170,40,0.0,0.0,2,223.64,0.0,2.27,82.97,1.91,4.12,7.33,0.13,0,0,2,2022,4,17,5,33
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,12.83,12.47,11.19,13.29,1016,88,3.6,290,0,0.0,0.0,1,201.94,0.0,1.16,69.38,0.85,5.62,11.31,0.12,0,0,2,2022,4,17,5,33
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.06,12.69,11.92,14.73,1010,87,1.03,300,20,0.0,0.0,1,236.99,0.0,5.83,54.36,1.76,5.29,10.05,1.6,0,0,2,2022,4,17,5,43
Porto,41.14961,-8.61099,15,15,31,31,Clouds,scattered clouds,12.21,11.89,11.69,12.73,1015,92,2.57,170,40,0.0,0.0,2,223.64,0.0,2.27,82.97,1.91,4.12,7.33,0.13,0,0,2,2022,4,17,5,43
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,13.29,1016,94,3.09,300,0,0.0,0.0,1,201.94,0.0,1.16,69.38,0.85,5.62,11.31,0.12,0,0,2,2022,4,17,5,43
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.85,12.44,11.92,13.85,1010,86,1.03,300,20,0.0,0.0,1,236.99,0.0,5.83,54.36,1.76,5.29,10.05,1.6,0,0,2,2022,4,17,5,53
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,12.21,11.89,11.69,12.73,1015,92,2.06,160,75,0.0,0.0,2,223.64,0.0,2.27,82.97,1.91,4.12,7.33,0.13,0,0,2,2022,4,17,5,53
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,12.74,1016,94,3.09,300,0,0.0,0.0,1,201.94,0.0,1.16,69.38,0.85,5.62,11.31,0.12,0,0,2,2022,4,17,5,53
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.97,12.54,12.31,13.85,1008,85,0.45,35,20,0.0,1.34,1,236.99,0.0,5.83,54.36,1.76,5.29,10.05,1.6,0,0,2,2022,4,17,6,3
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.98,11.64,11.69,12.73,1015,92,2.06,160,75,0.0,0.0,2,223.64,0.0,2.27,82.97,1.91,4.12,7.33,0.13,0,0,2,2022,4,17,6,3
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,12.74,1016,94,3.09,300,0,0.0,0.0,1,201.94,0.0,1.16,69.38,0.85,5.62,11.31,0.12,0,0,2,2022,4,17,6,3
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.97,12.54,12.31,13.85,1007,85,0.45,12,20,0.0,1.34,1,236.99,0.0,5.83,54.36,1.76,5.29,10.05,1.6,0,0,2,2022,4,17,6,13
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.98,11.64,11.69,12.73,1015,92,2.06,160,75,0.0,0.0,2,223.64,0.0,2.27,82.97,1.91,4.12,7.33,0.13,0,0,2,2022,4,17,6,13
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,12.74,1016,94,3.09,300,0,0.0,0.0,1,201.94,0.0,1.16,69.38,0.85,5.62,11.31,0.12,0,0,2,2022,4,17,6,13
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.85,12.44,11.76,13.85,1010,86,1.54,290,20,0.0,0.0,1,236.99,0.0,5.83,54.36,1.76,5.29,10.05,1.6,0,0,2,2022,4,17,6,23
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.79,11.43,11.13,12.73,1015,92,2.06,170,75,0.0,0.0,2,223.64,0.0,2.27,82.97,1.91,4.12,7.33,0.13,0,0,2,2022,4,17,6,23
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.36,11.19,12.74,1016,87,3.09,310,0,0.0,0.0,1,201.94,0.0,1.16,69.38,0.85,5.62,11.31,0.12,0,0,2,2022,4,17,6,23
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.8,12.38,11.76,13.85,1010,86,1.54,290,20,0.0,0.0,1,247.0,0.0,7.2,50.78,1.88,5.48,9.97,1.92,0,0,2,2022,4,17,6,33
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.79,11.43,11.13,12.73,1015,92,2.06,170,75,0.0,0.0,2,223.64,0.0,2.25,82.97,1.91,3.83,7.06,0.11,0,0,2,2022,4,17,6,33
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.36,11.19,12.74,1016,87,3.09,310,0,0.0,0.0,1,203.61,0.0,1.67,68.67,0.88,5.89,11.54,0.13,0,0,2,2022,4,17,6,33
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.83,12.47,11.64,14.73,1010,88,1.54,290,20,0.0,0.0,1,247.0,0.0,7.2,50.78,1.88,5.48,9.97,1.92,0,0,2,2022,4,17,6,43
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.79,11.43,11.13,12.73,1015,92,2.06,170,75,0.0,0.0,2,223.64,0.0,2.25,82.97,1.91,3.83,7.06,0.11,0,0,2,2022,4,17,6,43
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.84,11.35,10.64,12.74,1016,87,3.09,310,0,0.0,0.0,1,203.61,0.0,1.67,68.67,0.88,5.89,11.54,0.13,0,0,2,2022,4,17,6,43
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.52,12.1,11.64,13.85,1010,87,1.54,290,20,0.0,0.0,1,247.0,0.0,7.2,50.78,1.88,5.48,9.97,1.92,0,0,2,2022,4,17,6,53
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.79,11.43,11.13,12.73,1015,92,2.57,210,75,0.0,0.0,2,223.64,0.0,2.25,82.97,1.91,3.83,7.06,0.11,0,0,2,2022,4,17,6,53
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,12.74,1016,94,2.57,320,0,0.0,0.0,1,203.61,0.0,1.67,68.67,0.88,5.89,11.54,0.13,0,0,2,2022,4,17,6,53
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,12.91,12.53,11.64,14.73,1008,87,0.89,325,20,0.0,1.79,1,247.0,0.0,7.2,50.78,1.88,5.48,9.97,1.92,0,0,2,2022,4,17,7,3
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.79,11.43,11.13,12.73,1015,92,2.57,210,75,0.0,0.0,2,223.64,0.0,2.25,82.97,1.91,3.83,7.06,0.11,0,0,2,2022,4,17,7,3
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.84,11.53,10.64,12.74,1016,94,2.57,320,0,0.0,0.0,1,203.61,0.0,1.67,68.67,0.88,5.89,11.54,0.13,0,0,2,2022,4,17,7,3
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,13.0,12.63,11.64,14.73,1008,87,0.89,315,20,0.0,1.79,1,247.0,0.0,7.2,50.78,1.88,5.48,9.97,1.92,0,0,2,2022,4,17,7,14
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.79,11.43,11.13,12.73,1015,92,2.57,210,75,0.0,0.0,2,223.64,0.0,2.25,82.97,1.91,3.83,7.06,0.11,0,0,2,2022,4,17,7,14
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,12.74,1016,94,2.57,320,0,0.0,0.0,1,203.61,0.0,1.67,68.67,0.88,5.89,11.54,0.13,0,0,2,2022,4,17,7,14
Lisboa,38.7071,-9.13549,30,30,18,18,Fog,fog,12.81,12.42,10.92,14.73,1011,87,1.54,110,20,0.0,0.0,1,247.0,0.0,7.2,50.78,1.88,5.48,9.97,1.92,0,0,2,2022,4,17,7,24
Porto,41.14961,-8.61099,9,15,51,31,Clouds,broken clouds,11.84,11.48,11.13,12.73,1016,92,2.57,200,75,0.0,0.0,2,223.64,0.0,2.25,82.97,1.91,3.83,7.06,0.11,6,20,2,2022,4,17,7,24
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.85,11.55,11.19,12.74,1016,94,2.06,290,0,0.0,0.0,1,203.61,0.0,1.67,68.67,0.88,5.89,11.54,0.13,0,0,2,2022,4,17,7,24
Lisboa,38.7071,-9.13549,30,30,18,18,Fog,fog,12.68,12.28,10.69,14.51,1011,87,1.54,110,20,0.0,0.0,1,267.03,0.22,10.03,47.21,2.06,5.95,10.35,2.09,0,0,2,2022,4,17,7,34
Porto,41.14961,-8.61099,9,14,51,33,Clouds,broken clouds,11.91,11.56,11.21,12.81,1016,92,2.57,200,75,0.0,0.0,2,226.97,0.03,2.68,82.25,2.06,3.68,6.9,0.15,5,18,2,2022,4,17,7,34
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.86,11.56,11.75,12.74,1016,94,2.06,290,0,0.0,0.0,1,205.28,0.02,2.57,66.52,0.93,6.11,11.63,0.12,0,0,2,2022,4,17,7,34
Lisboa,38.7071,-9.13549,18,29,30,18,Fog,fog,13.03,12.69,10.92,15.28,1012,88,1.54,110,20,0.0,0.0,1,267.03,0.22,10.03,47.21,2.06,5.95,10.35,2.09,11,12,2,2022,4,17,7,44
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.86,11.5,11.16,12.75,1016,92,2.57,200,75,0.0,0.0,2,226.97,0.03,2.68,82.25,2.06,3.68,6.9,0.15,0,0,2,2022,4,17,7,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.86,11.56,11.75,13.29,1017,94,1.54,260,0,0.0,0.0,1,205.28,0.02,2.57,66.52,0.93,6.11,11.63,0.12,0,0,2,2022,4,17,7,44
Lisboa,38.7071,-9.13549,21,30,26,18,Fog,fog,12.88,12.52,10.92,14.43,1012,88,1.54,110,20,0.0,0.0,1,267.03,0.22,10.03,47.21,2.06,5.95,10.35,2.09,9,8,2,2022,4,17,7,54
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,12.02,11.68,11.69,12.73,1016,92,2.06,200,75,0.0,0.0,2,226.97,0.03,2.68,82.25,2.06,3.68,6.9,0.15,0,0,2,2022,4,17,7,54
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.86,11.56,11.86,13.29,1017,94,1.54,260,0,0.0,0.0,1,205.28,0.02,2.57,66.52,0.93,6.11,11.63,0.12,0,0,2,2022,4,17,7,54
Lisboa,38.7071,-9.13549,19,30,28,18,Clouds,few clouds,13.66,13.35,11.53,15.84,1010,87,1.54,340,20,0.0,0.0,1,267.03,0.22,10.03,47.21,2.06,5.95,10.35,2.09,11,10,2,2022,4,17,8,4
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,11.98,11.64,11.69,12.73,1016,92,2.06,200,75,0.0,0.0,2,226.97,0.03,2.68,82.25,2.06,3.68,6.9,0.15,0,0,2,2022,4,17,8,4
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.87,11.57,11.86,13.29,1017,94,1.54,260,0,0.0,0.0,1,205.28,0.02,2.57,66.52,0.93,6.11,11.63,0.12,0,0,2,2022,4,17,8,4
Lisboa,38.7071,-9.13549,21,30,26,18,Clouds,few clouds,13.7,13.35,12.42,15.62,1009,85,0.0,0,20,0.0,0.0,1,267.03,0.22,10.03,47.21,2.06,5.95,10.35,2.09,9,8,2,2022,4,17,8,14
Porto,41.14961,-8.61099,8,15,58,31,Clouds,broken clouds,11.98,11.64,11.69,12.73,1016,92,2.06,200,75,0.0,0.0,2,226.97,0.03,2.68,82.25,2.06,3.68,6.9,0.15,7,27,2,2022,4,17,8,14
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,11.88,11.58,11.86,13.85,1017,94,1.54,260,0,0.0,0.0,1,205.28,0.02,2.57,66.52,0.93,6.11,11.63,0.12,0,0,2,2022,4,17,8,14
Lisboa,38.7071,-9.13549,15,30,36,18,Clouds,few clouds,13.75,13.43,12.53,14.98,1017,86,1.54,320,20,0.0,0.0,1,267.03,0.22,10.03,47.21,2.06,5.95,10.35,2.09,15,18,2,2022,4,17,8,24
Porto,41.14961,-8.61099,6,15,77,31,Clouds,scattered clouds,12.23,11.91,11.69,12.94,1016,92,2.06,180,40,0.0,0.0,2,226.97,0.03,2.68,82.25,2.06,3.68,6.9,0.15,9,46,2,2022,4,17,8,24
Faro,37.019356,-7.93044,19,28,219,148,Clear,clear sky,13.86,13.6,13.85,13.97,1017,88,2.57,290,0,0.0,0.0,1,205.28,0.02,2.57,66.52,0.93,6.11,11.63,0.12,9,71,2,2022,4,17,8,24
Lisboa,38.7071,-9.13549,11,30,49,18,Clouds,few clouds,14.37,14.11,12.53,16.39,1012,86,1.54,320,20,0.0,0.0,1,297.07,1.22,13.71,44.7,2.35,6.78,11.08,2.0,19,31,2,2022,4,17,8,34
Porto,41.14961,-8.61099,8,15,58,31,Clouds,scattered clouds,12.4,12.07,12.24,12.94,1016,91,2.06,180,40,0.0,0.0,2,226.97,0.1,2.74,82.25,2.15,3.46,6.62,0.14,7,27,2,2022,4,17,8,34
Faro,37.019356,-7.93044,22,28,189,148,Clear,clear sky,13.87,13.61,13.85,14.52,1017,88,2.57,290,0,0.0,0.0,1,203.61,0.22,2.83,62.94,1.0,5.61,10.71,0.12,6,41,2,2022,4,17,8,34
Lisboa,38.7071,-9.13549,11,30,49,18,Clouds,scattered clouds,14.71,14.46,12.75,16.39,1012,85,1.03,110,40,0.0,0.0,1,297.07,1.22,13.71,44.7,2.35,6.78,11.08,2.0,19,31,2,2022,4,17,8,44
Porto,41.14961,-8.61099,10,15,46,31,Clouds,scattered clouds,12.4,12.07,12.24,13.49,1016,91,2.06,180,40,0.0,0.0,2,226.97,0.1,2.74,82.25,2.15,3.46,6.62,0.14,5,15,2,2022,4,17,8,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,13.87,13.61,13.86,14.52,1017,88,2.57,290,0,0.0,0.0,1,203.61,0.22,2.83,62.94,1.0,5.61,10.71,0.12,0,0,2,2022,4,17,8,44
Lisboa,38.7071,-9.13549,10,28,54,19,Clouds,scattered clouds,14.5,14.23,12.75,15.9,1012,85,1.03,110,40,0.0,0.0,1,297.07,1.22,13.71,44.7,2.35,6.78,11.08,2.0,18,35,2,2022,4,17,8,54
Porto,41.14961,-8.61099,6,15,77,31,Clouds,scattered clouds,12.62,12.31,12.24,14.05,1017,91,3.09,170,40,0.0,0.0,2,226.97,0.1,2.74,82.25,2.15,3.46,6.62,0.14,9,46,2,2022,4,17,8,54
Faro,37.019356,-7.93044,28,28,148,148,Clouds,few clouds,13.89,13.63,13.86,15.64,1017,88,2.57,310,20,0.0,0.0,1,203.61,0.22,2.83,62.94,1.0,5.61,10.71,0.12,0,0,2,2022,4,17,8,54
Lisboa,38.7071,-9.13549,16,30,34,18,Clouds,scattered clouds,15.07,14.77,14.42,15.9,1011,82,1.34,306,40,0.0,3.58,1,297.07,1.22,13.71,44.7,2.35,6.78,11.08,2.0,14,16,2,2022,4,17,9,4
Porto,41.14961,-8.61099,7,15,66,31,Clouds,scattered clouds,12.63,12.32,12.24,14.05,1017,91,3.09,170,40,0.0,0.0,2,226.97,0.1,2.74,82.25,2.15,3.46,6.62,0.14,8,35,2,2022,4,17,9,4
Faro,37.019356,-7.93044,19,28,219,148,Clouds,few clouds,13.9,13.64,13.86,16.19,1017,88,2.57,310,20,0.0,0.0,1,203.61,0.22,2.83,62.94,1.0,5.61,10.71,0.12,9,71,2,2022,4,17,9,4
Lisboa,38.7071,-9.13549,14,31,39,17,Clouds,scattered clouds,15.07,14.77,14.42,15.9,1011,82,1.34,306,40,0.0,3.58,1,297.07,1.22,13.71,44.7,2.35,6.78,11.08,2.0,17,22,2,2022,4,17,9,14
Porto,41.14961,-8.61099,6,16,77,29,Clouds,scattered clouds,12.86,12.53,12.24,14.05,1017,89,3.09,170,40,0.0,0.0,2,226.97,0.1,2.74,82.25,2.15,3.46,6.62,0.14,10,48,2,2022,4,17,9,14
Faro,37.019356,-7.93044,20,28,208,148,Clouds,few clouds,13.9,13.64,13.86,16.19,1017,88,2.57,310,20,0.0,0.0,1,203.61,0.22,2.83,62.94,1.0,5.61,10.71,0.12,8,60,2,2022,4,17,9,14
Lisboa,38.7071,-9.13549,19,29,28,18,Clouds,scattered clouds,15.57,15.27,14.64,17.01,1012,80,1.54,330,40,0.0,0.0,1,297.07,1.22,13.71,44.7,2.35,6.78,11.08,2.0,10,10,2,2022,4,17,9,24
Porto,41.14961,-8.61099,9,15,51,31,Clouds,broken clouds,13.7,13.37,13.35,14.6,1017,86,3.09,170,75,0.0,0.0,2,226.97,0.1,2.74,82.25,2.15,3.46,6.62,0.14,6,20,2,2022,4,17,9,24
Faro,37.019356,-7.93044,18,27,231,154,Clouds,few clouds,15.86,15.51,15.52,16.19,1017,77,1.03,0,20,0.0,0.0,1,203.61,0.22,2.83,62.94,1.0,5.61,10.71,0.12,9,77,2,2022,4,17,9,24
Lisboa,38.7071,-9.13549,22,30,24,18,Clouds,scattered clouds,15.92,15.6,14.64,17.56,1012,78,1.54,330,40,0.0,0.0,1,290.39,1.27,14.4,48.64,2.59,6.36,10.11,1.98,8,6,2,2022,4,17,9,34
Porto,41.14961,-8.61099,9,15,51,31,Clouds,broken clouds,14.3,14.0,13.47,15.12,1017,85,3.09,170,75,0.0,0.0,2,226.97,0.11,2.7,83.69,2.18,3.15,6.21,0.13,6,20,2,2022,4,17,9,34
Faro,37.019356,-7.93044,28,28,148,148,Clouds,few clouds,15.95,15.61,15.94,16.83,1017,77,1.03,0,20,0.0,0.0,1,200.27,0.47,2.19,60.8,1.07,4.87,9.19,0.13,0,0,2,2022,4,17,9,34
Lisboa,38.7071,-9.13549,16,30,34,18,Clouds,broken clouds,16.04,15.66,14.92,17.56,1013,75,3.6,340,75,0.0,0.0,1,290.39,1.27,14.4,48.64,2.59,6.36,10.11,1.98,14,16,2,2022,4,17,9,44
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,14.3,14.0,13.47,15.12,1017,85,3.09,170,75,0.0,0.0,2,226.97,0.11,2.7,83.69,2.18,3.15,6.21,0.13,0,0,2,2022,4,17,9,44
Faro,37.019356,-7.93044,22,29,189,143,Clouds,few clouds,16.86,16.48,16.07,16.86,1017,72,1.54,10,20,0.0,0.0,1,200.27,0.47,2.19,60.8,1.07,4.87,9.19,0.13,7,46,2,2022,4,17,9,44
Lisboa,38.7071,-9.13549,12,31,45,17,Clouds,broken clouds,15.94,15.55,14.92,17.51,1018,75,3.6,340,75,0.0,0.0,1,290.39,1.27,14.4,48.64,2.59,6.36,10.11,1.98,19,28,2,2022,4,17,9,54
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,14.75,14.4,13.47,15.68,1017,81,3.09,180,75,0.0,0.0,2,226.97,0.11,2.7,83.69,2.18,3.15,6.21,0.13,0,0,2,2022,4,17,9,54
Faro,37.019356,-7.93044,21,28,198,148,Clouds,few clouds,16.86,16.48,16.07,16.86,1017,72,1.54,10,20,0.0,0.0,1,200.27,0.47,2.19,60.8,1.07,4.87,9.19,0.13,7,50,2,2022,4,17,9,54
Lisboa,38.7071,-9.13549,16,29,34,18,Clouds,broken clouds,16.6,16.17,15.54,18.12,1011,71,3.6,340,75,0.0,0.0,1,290.39,1.27,14.4,48.64,2.59,6.36,10.11,1.98,13,16,2,2022,4,17,10,4
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,14.8,14.45,14.46,15.12,1017,81,3.09,180,75,0.0,0.0,2,226.97,0.11,2.7,83.69,2.18,3.15,6.21,0.13,0,0,2,2022,4,17,10,4
Faro,37.019356,-7.93044,28,28,148,148,Clouds,few clouds,16.86,16.48,16.63,17.3,1017,72,1.54,10,20,0.0,0.0,1,200.27,0.47,2.19,60.8,1.07,4.87,9.19,0.13,0,0,2,2022,4,17,10,4
Lisboa,38.7071,-9.13549,15,30,36,18,Clouds,broken clouds,16.29,15.85,15.54,18.06,1018,72,3.6,340,75,0.0,0.0,1,290.39,1.27,14.4,48.64,2.59,6.36,10.11,1.98,15,18,2,2022,4,17,10,14
Porto,41.14961,-8.61099,15,15,31,31,Clouds,broken clouds,14.8,14.45,14.46,15.12,1017,81,3.09,180,75,0.0,0.0,2,226.97,0.11,2.7,83.69,2.18,3.15,6.21,0.13,0,0,2,2022,4,17,10,14
Faro,37.019356,-7.93044,28,28,148,148,Clouds,few clouds,16.86,16.48,16.63,17.3,1017,72,1.54,10,20,0.0,0.0,1,200.27,0.47,2.19,60.8,1.07,4.87,9.19,0.13,0,0,2,2022,4,17,10,14
Lisboa,38.7071,-9.13549,12,31,45,17,Clouds,broken clouds,16.69,16.27,15.59,18.62,1018,71,3.09,360,75,0.0,0.0,1,290.39,1.27,14.4,48.64,2.59,6.36,10.11,1.98,19,28,2,2022,4,17,10,24
Porto,41.14961,-8.61099,11,15,42,31,Clouds,scattered clouds,14.56,14.37,14.46,14.73,1018,88,2.57,200,40,0.0,0.0,2,226.97,0.11,2.7,83.69,2.18,3.15,6.21,0.13,4,11,2,2022,4,17,10,24
Faro,37.019356,-7.93044,28,28,148,148,Clouds,few clouds,17.84,17.46,16.63,17.86,1018,68,4.63,310,20,0.0,0.0,1,200.27,0.47,2.19,60.8,1.07,4.87,9.19,0.13,0,0,2,2022,4,17,10,24
Lisboa,38.7071,-9.13549,18,30,30,18,Clouds,broken clouds,16.99,16.55,15.59,18.67,1013,69,3.09,360,75,0.0,0.0,1,230.31,0.34,5.14,77.25,2.12,3.62,5.68,0.78,12,12,2,2022,4,17,10,34
