city,lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,main,description,temp,feels_like,temp_min,temp_max,pressure,humidity,speed,deg,cloudiness (%),rain,gust,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,averageSpeedDifference,averageTimeDifference,day,year,month,week,hour,minute
Lisboa,38.7071,-9.13549,15,29,36,18,Clouds,few clouds,20.47,20.11,18.53,22.34,1015,59,7.2,340,20,0.0,0.0,2,213.62,0.25,1.15,108.72,1.25,3.58,7.15,1.5,14,18,6,2022,4,15,13,34
Porto,41.14961,-8.61099,15,15,31,31,Clouds,few clouds,19.47,19.25,15.47,22.89,1020,68,4.12,300,20,0.0,0.0,2,213.62,0.21,1.31,103.0,1.91,7.58,12.97,1.31,0,0,6,2022,4,15,13,34
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,22.9,22.63,22.86,26.63,1017,53,3.6,180,0,0.0,0.0,2,193.6,0.06,0.34,101.57,0.12,4.56,12.71,1.11,0,0,6,2022,4,15,13,34
Lisboa,38.7071,-9.13549,30,30,18,18,Clouds,few clouds,20.45,20.07,18.92,22.51,1014,58,9.77,350,20,0.0,0.0,2,213.62,0.25,1.15,108.72,1.25,3.58,7.15,1.5,0,0,6,2022,4,15,13,44
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.47,19.25,15.47,22.89,1019,68,4.12,300,0,0.0,0.0,2,213.62,0.21,1.31,103.0,1.91,7.58,12.97,1.31,0,0,6,2022,4,15,13,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,22.9,22.63,22.86,26.63,1017,53,3.6,180,0,0.0,0.0,2,193.6,0.06,0.34,101.57,0.12,4.56,12.71,1.11,0,0,6,2022,4,15,13,44
Lisboa,38.7071,-9.13549,9,30,60,18,Clouds,few clouds,20.53,20.15,17.21,23.06,1014,58,9.77,350,20,0.0,0.0,2,213.62,0.25,1.15,108.72,1.25,3.58,7.15,1.5,21,42,6,2022,4,15,13,54
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.47,19.22,15.47,22.89,1019,67,4.12,300,0,0.0,0.0,2,213.62,0.21,1.31,103.0,1.91,7.58,12.97,1.31,0,0,6,2022,4,15,13,54
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,22.89,22.8,22.86,26.63,1017,60,3.6,190,0,0.0,0.0,2,193.6,0.06,0.34,101.57,0.12,4.56,12.71,1.11,0,0,6,2022,4,15,13,54
Lisboa,38.7071,-9.13549,12,29,45,18,Clouds,few clouds,20.67,20.31,17.21,23.62,1012,58,9.77,350,20,0.0,0.0,2,213.62,0.25,1.15,108.72,1.25,3.58,7.15,1.5,17,27,6,2022,4,15,14,4
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.47,19.22,15.47,22.89,1019,67,4.12,300,0,0.0,0.0,2,213.62,0.21,1.31,103.0,1.91,7.58,12.97,1.31,0,0,6,2022,4,15,14,4
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,22.89,22.8,22.86,26.63,1017,60,3.6,190,0,0.0,0.0,2,193.6,0.06,0.34,101.57,0.12,4.56,12.71,1.11,0,0,6,2022,4,15,14,4
Lisboa,38.7071,-9.13549,8,29,68,18,Clouds,few clouds,20.62,20.25,17.21,23.06,1012,58,9.77,350,20,0.0,0.0,2,213.62,0.25,1.15,108.72,1.25,3.58,7.15,1.5,21,50,6,2022,4,15,14,14
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.7,19.5,15.73,22.89,1019,68,4.12,300,0,0.0,0.0,2,213.62,0.21,1.31,103.0,1.91,7.58,12.97,1.31,0,0,6,2022,4,15,14,14
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,22.9,22.81,22.86,26.07,1017,60,3.6,190,0,0.0,0.0,2,193.6,0.06,0.34,101.57,0.12,4.56,12.71,1.11,0,0,6,2022,4,15,14,14
Lisboa,38.7071,-9.13549,8,31,68,17,Clouds,few clouds,20.83,20.51,17.21,23.06,1014,59,10.8,350,20,0.0,0.0,2,213.62,0.25,1.15,108.72,1.25,3.58,7.15,1.5,23,51,6,2022,4,15,14,24
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.64,19.38,15.47,22.89,1019,66,4.63,310,0,0.0,0.0,2,213.62,0.21,1.31,103.0,1.91,7.58,12.97,1.31,0,0,6,2022,4,15,14,24
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.91,21.83,21.86,25.52,1017,64,3.6,210,0,0.0,0.0,2,193.6,0.06,0.34,101.57,0.12,4.56,12.71,1.11,0,0,6,2022,4,15,14,24
Lisboa,38.7071,-9.13549,12,29,45,18,Clouds,few clouds,20.93,20.62,17.21,23.06,1014,59,10.8,350,20,0.0,0.0,2,213.62,0.24,1.17,110.15,1.16,4.38,8.13,1.55,17,27,6,2022,4,15,14,34
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.8,19.56,15.47,22.89,1019,66,4.63,310,0,0.0,0.0,2,213.62,0.17,1.03,108.72,1.8,7.17,13.59,0.88,0,0,6,2022,4,15,14,34
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.91,21.83,21.86,26.07,1017,64,3.6,210,0,0.0,0.0,2,195.27,0.05,0.3,105.86,0.12,3.82,10.6,0.97,0,0,6,2022,4,15,14,34
Lisboa,38.7071,-9.13549,13,29,42,18,Clouds,few clouds,20.81,20.46,17.76,22.51,1014,58,10.8,360,20,0.0,0.0,2,213.62,0.24,1.17,110.15,1.16,4.38,8.13,1.55,16,24,6,2022,4,15,14,44
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.84,19.6,15.47,22.94,1019,66,5.66,320,0,0.0,0.0,2,213.62,0.17,1.03,108.72,1.8,7.17,13.59,0.88,0,0,6,2022,4,15,14,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.93,20.75,20.86,26.07,1017,64,4.63,220,0,0.0,0.0,2,195.27,0.05,0.3,105.86,0.12,3.82,10.6,0.97,0,0,6,2022,4,15,14,44
Lisboa,38.7071,-9.13549,13,30,42,18,Clouds,few clouds,20.77,20.42,17.76,22.34,1014,58,10.8,360,20,0.0,0.0,2,213.62,0.24,1.17,110.15,1.16,4.38,8.13,1.55,17,24,6,2022,4,15,14,54
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.13,19.9,15.47,22.38,1019,65,5.81,320,0,0.0,5.81,2,213.62,0.17,1.03,108.72,1.8,7.17,13.59,0.88,0,0,6,2022,4,15,14,54
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.93,20.75,20.86,26.07,1017,64,4.63,220,0,0.0,0.0,2,195.27,0.05,0.3,105.86,0.12,3.82,10.6,0.97,0,0,6,2022,4,15,14,54
Lisboa,38.7071,-9.13549,12,30,45,18,Clouds,few clouds,20.72,20.36,17.76,22.9,1012,58,10.8,360,20,0.0,0.0,2,213.62,0.24,1.17,110.15,1.16,4.38,8.13,1.55,18,27,6,2022,4,15,15,4
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.4,20.19,17.73,22.38,1019,65,5.81,320,0,0.0,5.81,2,213.62,0.17,1.03,108.72,1.8,7.17,13.59,0.88,0,0,6,2022,4,15,15,4
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.94,20.76,20.86,26.07,1017,64,4.63,220,0,0.0,0.0,2,195.27,0.05,0.3,105.86,0.12,3.82,10.6,0.97,0,0,6,2022,4,15,15,4
Lisboa,38.7071,-9.13549,10,30,54,18,Clouds,few clouds,20.69,20.33,17.76,22.9,1012,58,10.8,360,20,0.0,0.0,2,213.62,0.24,1.17,110.15,1.16,4.38,8.13,1.55,20,36,6,2022,4,15,15,14
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.43,20.23,17.73,22.94,1019,65,5.81,320,0,0.0,5.81,2,213.62,0.17,1.03,108.72,1.8,7.17,13.59,0.88,0,0,6,2022,4,15,15,14
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.94,20.76,20.86,26.63,1017,64,4.63,220,0,0.0,0.0,2,195.27,0.05,0.3,105.86,0.12,3.82,10.6,0.97,0,0,6,2022,4,15,15,14
Lisboa,38.7071,-9.13549,8,30,68,18,Clouds,few clouds,21.15,20.81,17.76,22.92,1014,57,10.8,350,20,0.0,0.0,2,213.62,0.24,1.17,110.15,1.16,4.38,8.13,1.55,22,50,6,2022,4,15,15,24
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.85,19.64,16.47,22.38,1018,67,6.26,330,0,0.0,6.26,2,213.62,0.17,1.03,108.72,1.8,7.17,13.59,0.88,0,0,6,2022,4,15,15,24
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.92,20.84,20.86,26.63,1017,68,4.12,220,0,0.0,0.0,2,195.27,0.05,0.3,105.86,0.12,3.82,10.6,0.97,0,0,6,2022,4,15,15,24
Lisboa,38.7071,-9.13549,5,28,109,19,Clouds,few clouds,20.9,20.56,17.76,22.92,1014,58,10.8,350,20,0.0,0.0,2,211.95,0.25,1.27,111.58,1.13,5.48,9.77,1.58,23,90,6,2022,4,15,15,34
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.86,19.65,16.49,22.4,1018,67,6.26,330,0,0.0,6.26,2,213.62,0.16,0.96,114.44,1.85,8.86,16.87,0.62,0,0,6,2022,4,15,15,34
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.92,20.84,20.86,26.07,1017,68,4.12,220,0,0.0,0.0,2,195.27,0.05,0.32,105.86,0.11,3.03,6.57,0.97,0,0,6,2022,4,15,15,34
Lisboa,38.7071,-9.13549,11,30,49,18,Clouds,few clouds,20.41,20.02,17.31,22.69,1013,58,9.77,350,20,0.0,0.0,2,211.95,0.25,1.27,111.58,1.13,5.48,9.77,1.58,19,31,6,2022,4,15,15,44
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.99,19.82,16.47,22.94,1018,68,6.26,330,0,0.0,6.26,2,213.62,0.16,0.96,114.44,1.85,8.86,16.87,0.62,0,0,6,2022,4,15,15,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.89,21.91,21.86,26.07,1016,68,4.12,200,0,0.0,0.0,2,195.27,0.05,0.32,105.86,0.11,3.03,6.57,0.97,0,0,6,2022,4,15,15,44
Lisboa,38.7071,-9.13549,13,30,42,18,Clouds,few clouds,20.51,20.16,17.53,22.92,1013,59,9.77,350,20,0.0,0.0,2,211.95,0.25,1.27,111.58,1.13,5.48,9.77,1.58,17,24,6,2022,4,15,15,54
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.42,20.27,16.47,22.38,1018,67,6.71,340,0,0.0,6.71,2,213.62,0.16,0.96,114.44,1.85,8.86,16.87,0.62,0,0,6,2022,4,15,15,54
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.89,21.91,21.86,25.52,1016,68,4.12,200,0,0.0,0.0,2,195.27,0.05,0.32,105.86,0.11,3.03,6.57,0.97,0,0,6,2022,4,15,15,54
Lisboa,38.7071,-9.13549,13,30,42,18,Clouds,few clouds,20.28,19.9,18.32,21.39,1009,59,6.17,330,20,0.0,0.0,2,211.95,0.25,1.27,111.58,1.13,5.48,9.77,1.58,17,24,6,2022,4,15,16,4
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.42,20.27,16.47,22.38,1018,67,6.71,340,0,0.0,6.71,2,213.62,0.16,0.96,114.44,1.85,8.86,16.87,0.62,0,0,6,2022,4,15,16,4
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.89,21.91,21.86,25.52,1016,68,4.12,200,0,0.0,0.0,2,195.27,0.05,0.32,105.86,0.11,3.03,6.57,0.97,0,0,6,2022,4,15,16,4
Lisboa,38.7071,-9.13549,15,31,36,17,Clouds,few clouds,20.04,19.67,17.53,21.39,1011,60,9.77,350,20,0.0,0.0,2,211.95,0.25,1.27,111.58,1.13,5.48,9.77,1.58,16,19,6,2022,4,15,16,14
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.2,20.03,17.73,23.49,1018,67,6.71,340,0,0.0,6.71,2,213.62,0.16,0.96,114.44,1.85,8.86,16.87,0.62,0,0,6,2022,4,15,16,14
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.9,21.92,21.86,25.52,1016,68,4.12,200,0,0.0,0.0,2,195.27,0.05,0.32,105.86,0.11,3.03,6.57,0.97,0,0,6,2022,4,15,16,14
Lisboa,38.7071,-9.13549,15,30,36,18,Clouds,few clouds,20.49,20.14,18.32,21.92,1013,59,8.75,350,20,0.0,0.0,2,211.95,0.25,1.27,111.58,1.13,5.48,9.77,1.58,15,18,6,2022,4,15,16,24
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.03,19.81,16.47,24.05,1018,66,6.71,330,0,0.0,6.71,2,213.62,0.16,0.96,114.44,1.85,8.86,16.87,0.62,0,0,6,2022,4,15,16,24
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.9,21.92,21.86,25.52,1016,68,4.63,240,0,0.0,0.0,2,195.27,0.05,0.32,105.86,0.11,3.03,6.57,0.97,0,0,6,2022,4,15,16,24
Lisboa,38.7071,-9.13549,11,30,49,18,Clouds,few clouds,20.56,20.21,18.53,21.95,1013,59,8.75,350,20,0.0,0.0,2,211.95,0.26,1.46,110.15,1.12,6.66,11.67,1.68,19,31,6,2022,4,15,16,34
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.03,19.79,16.47,24.05,1018,65,6.71,330,0,0.0,6.71,2,211.95,0.15,0.9,115.87,1.76,8.14,15.65,0.44,0,0,6,2022,4,15,16,34
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.9,21.92,21.86,26.07,1016,68,4.63,240,0,0.0,0.0,2,193.6,0.06,0.44,105.86,0.13,3.19,5.04,1.14,0,0,6,2022,4,15,16,34
Lisboa,38.7071,-9.13549,17,30,32,18,Clouds,few clouds,20.6,20.23,18.53,21.95,1013,58,10.29,360,20,0.0,0.0,2,211.95,0.26,1.46,110.15,1.12,6.66,11.67,1.68,13,14,6,2022,4,15,16,44
Porto,41.14961,-8.61099,9,14,51,33,Clear,clear sky,19.89,19.63,16.49,24.07,1017,65,6.71,330,0,0.0,6.71,2,211.95,0.15,0.9,115.87,1.76,8.14,15.65,0.44,5,18,6,2022,4,15,16,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.9,21.92,21.86,26.07,1015,68,5.14,240,0,0.0,0.0,2,193.6,0.06,0.44,105.86,0.13,3.19,5.04,1.14,0,0,6,2022,4,15,16,44
Lisboa,38.7071,-9.13549,13,30,42,18,Clouds,few clouds,20.45,20.09,18.36,21.92,1013,59,10.29,360,20,0.0,0.0,2,211.95,0.26,1.46,110.15,1.12,6.66,11.67,1.68,17,24,6,2022,4,15,16,54
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.15,19.92,16.47,24.6,1017,65,5.36,320,0,0.0,5.36,2,211.95,0.15,0.9,115.87,1.76,8.14,15.65,0.44,0,0,6,2022,4,15,16,54
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.9,21.92,21.86,26.07,1015,68,5.14,240,0,0.0,0.0,2,193.6,0.06,0.44,105.86,0.13,3.19,5.04,1.14,0,0,6,2022,4,15,16,54
Lisboa,38.7071,-9.13549,9,31,60,17,Clouds,few clouds,20.38,20.01,18.53,21.45,1011,59,10.29,360,20,0.0,0.0,2,211.95,0.26,1.46,110.15,1.12,6.66,11.67,1.68,22,43,6,2022,4,15,17,4
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.37,20.16,17.73,24.6,1017,65,5.36,320,0,0.0,5.36,2,211.95,0.15,0.9,115.87,1.76,8.14,15.65,0.44,0,0,6,2022,4,15,17,4
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.9,21.92,21.86,26.07,1015,68,5.14,240,0,0.0,0.0,2,193.6,0.06,0.44,105.86,0.13,3.19,5.04,1.14,0,0,6,2022,4,15,17,4
Lisboa,38.7071,-9.13549,13,31,42,17,Clouds,few clouds,20.38,20.01,18.53,21.45,1011,59,10.29,360,20,0.0,0.0,2,211.95,0.26,1.46,110.15,1.12,6.66,11.67,1.68,18,25,6,2022,4,15,17,14
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,20.2,20.0,17.73,24.6,1017,66,5.36,320,0,0.0,5.36,2,211.95,0.15,0.9,115.87,1.76,8.14,15.65,0.44,0,0,6,2022,4,15,17,14
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.91,21.93,21.86,26.07,1015,68,5.14,240,0,0.0,0.0,2,193.6,0.06,0.44,105.86,0.13,3.19,5.04,1.14,0,0,6,2022,4,15,17,14
Lisboa,38.7071,-9.13549,7,30,78,18,Clouds,few clouds,20.62,20.25,18.53,22.56,1013,58,10.8,360,20,0.0,0.0,2,211.95,0.26,1.46,110.15,1.12,6.66,11.67,1.68,23,60,6,2022,4,15,17,24
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.99,19.79,16.47,24.6,1017,67,6.17,340,0,0.0,0.0,2,211.95,0.15,0.9,115.87,1.76,8.14,15.65,0.44,0,0,6,2022,4,15,17,24
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.93,21.85,21.86,26.19,1015,64,5.66,250,0,0.0,0.0,2,193.6,0.06,0.44,105.86,0.13,3.19,5.04,1.14,0,0,6,2022,4,15,17,24
Lisboa,38.7071,-9.13549,7,29,78,18,Clouds,few clouds,20.62,20.25,18.53,22.56,1013,58,10.8,360,20,0.0,0.0,2,213.62,0.26,1.84,107.29,1.19,7.64,13.95,1.6,22,60,6,2022,4,15,17,34
Porto,41.14961,-8.61099,11,14,42,33,Clear,clear sky,19.99,19.79,16.47,24.6,1017,67,6.26,340,0,0.0,6.26,2,208.62,0.14,0.95,105.86,1.55,5.56,11.32,0.4,3,9,6,2022,4,15,17,34
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,21.86,21.77,21.86,25.52,1015,64,5.66,250,0,0.0,0.0,2,190.26,0.07,0.74,108.72,0.73,5.05,7.39,1.33,0,0,6,2022,4,15,17,34
Lisboa,38.7071,-9.13549,7,28,78,19,Clouds,few clouds,20.16,19.75,18.53,20.92,1017,58,11.32,360,20,0.0,0.0,2,213.62,0.26,1.84,107.29,1.19,7.64,13.95,1.6,21,59,6,2022,4,15,17,44
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.96,19.79,16.47,25.16,1017,68,6.26,340,0,0.0,6.26,2,208.62,0.14,0.95,105.86,1.55,5.56,11.32,0.4,0,0,6,2022,4,15,17,44
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.86,20.78,20.86,20.86,1015,68,5.66,260,0,0.0,0.0,2,190.26,0.07,0.74,108.72,0.73,5.05,7.39,1.33,0,0,6,2022,4,15,17,44
Lisboa,38.7071,-9.13549,11,29,49,18,Clouds,few clouds,20.16,19.72,18.53,20.92,1017,57,11.32,360,20,0.0,0.0,2,213.62,0.26,1.84,107.29,1.19,7.64,13.95,1.6,18,31,6,2022,4,15,17,55
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.52,19.3,16.47,25.16,1017,68,7.2,350,0,0.0,0.0,2,208.62,0.14,0.95,105.86,1.55,5.56,11.32,0.4,0,0,6,2022,4,15,17,55
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.86,20.78,20.86,26.19,1015,68,5.66,260,0,0.0,0.0,2,190.26,0.07,0.74,108.72,0.73,5.05,7.39,1.33,0,0,6,2022,4,15,17,55
Lisboa,38.7071,-9.13549,12,30,45,18,Clouds,few clouds,20.09,19.64,18.53,21.45,1011,57,11.32,360,20,0.0,0.0,2,213.62,0.26,1.84,107.29,1.19,7.64,13.95,1.6,18,27,6,2022,4,15,18,5
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.53,19.31,16.73,25.16,1017,68,7.2,350,0,0.0,0.0,2,208.62,0.14,0.95,105.86,1.55,5.56,11.32,0.4,0,0,6,2022,4,15,18,5
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.86,20.78,20.86,26.19,1015,68,5.66,260,0,0.0,0.0,2,190.26,0.07,0.74,108.72,0.73,5.05,7.39,1.33,0,0,6,2022,4,15,18,5
Lisboa,38.7071,-9.13549,9,29,60,18,Clouds,few clouds,19.98,19.52,18.53,20.9,1011,57,11.32,360,20,0.0,0.0,2,213.62,0.26,1.84,107.29,1.19,7.64,13.95,1.6,20,42,6,2022,4,15,18,15
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.53,19.31,16.73,24.6,1017,68,7.2,350,0,0.0,0.0,2,208.62,0.14,0.95,105.86,1.55,5.56,11.32,0.4,0,0,6,2022,4,15,18,15
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.86,20.78,20.86,26.19,1015,68,5.66,260,0,0.0,0.0,2,190.26,0.07,0.74,108.72,0.73,5.05,7.39,1.33,0,0,6,2022,4,15,18,15
Lisboa,38.7071,-9.13549,16,30,34,18,Clouds,few clouds,19.85,19.41,18.36,20.92,1012,58,10.8,360,20,0.0,0.0,2,213.62,0.26,1.84,107.29,1.19,7.64,13.95,1.6,14,16,6,2022,4,15,18,25
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.36,19.15,16.47,24.6,1017,69,6.71,340,0,0.0,7.15,2,208.62,0.14,0.95,105.86,1.55,5.56,11.32,0.4,0,0,6,2022,4,15,18,25
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.95,20.88,20.86,26.19,1015,68,5.66,260,0,0.0,0.0,2,190.26,0.07,0.74,108.72,0.73,5.05,7.39,1.33,0,0,6,2022,4,15,18,25
Lisboa,38.7071,-9.13549,14,29,39,18,Clouds,few clouds,19.8,19.35,18.36,20.92,1012,58,10.8,360,20,0.0,0.0,2,211.95,0.17,2.34,105.86,1.25,7.92,15.71,1.38,15,21,6,2022,4,15,18,35
Porto,41.14961,-8.61099,10,14,46,33,Clear,clear sky,19.09,18.86,16.47,24.6,1017,69,6.71,340,0,0.0,6.71,2,205.28,0.12,1.09,90.84,1.36,3.72,8.22,0.42,4,13,6,2022,4,15,18,35
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,20.86,20.78,20.86,20.86,1015,68,5.66,260,0,0.0,0.0,2,193.6,0.06,1.08,115.87,1.68,7.16,10.88,1.39,0,0,6,2022,4,15,18,35
Lisboa,38.7071,-9.13549,12,29,45,18,Clouds,few clouds,19.47,19.01,17.53,20.92,1012,59,11.32,360,20,0.0,0.0,2,211.95,0.17,2.34,105.86,1.25,7.92,15.71,1.38,17,27,6,2022,4,15,18,45
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,19.09,18.86,16.47,24.05,1017,69,6.71,340,0,0.0,6.71,2,205.28,0.12,1.09,90.84,1.36,3.72,8.22,0.42,0,0,6,2022,4,15,18,45
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.68,19.86,19.86,1015,68,5.14,250,0,0.0,0.0,2,193.6,0.06,1.08,115.87,1.68,7.16,10.88,1.39,0,0,6,2022,4,15,18,45
Lisboa,38.7071,-9.13549,14,30,39,18,Clouds,few clouds,19.44,18.98,17.53,20.92,1012,59,11.32,360,20,0.0,0.0,2,211.95,0.17,2.34,105.86,1.25,7.92,15.71,1.38,16,21,6,2022,4,15,18,55
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,18.93,18.71,16.47,24.05,1017,70,7.2,340,0,0.0,0.0,2,205.28,0.12,1.09,90.84,1.36,3.72,8.22,0.42,0,0,6,2022,4,15,18,55
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.68,19.86,19.86,1015,68,5.14,250,0,0.0,0.0,2,193.6,0.06,1.08,115.87,1.68,7.16,10.88,1.39,0,0,6,2022,4,15,18,55
Lisboa,38.7071,-9.13549,15,31,36,17,Clouds,few clouds,18.81,18.34,17.53,19.78,1011,61,11.32,360,20,0.0,0.0,2,211.95,0.17,2.34,105.86,1.25,7.92,15.71,1.38,16,19,6,2022,4,15,19,5
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,18.79,18.55,16.73,23.49,1017,70,7.2,340,0,0.0,0.0,2,205.28,0.12,1.09,90.84,1.36,3.72,8.22,0.42,0,0,6,2022,4,15,19,5
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.68,19.86,24.52,1015,68,5.14,250,0,0.0,0.0,2,193.6,0.06,1.08,115.87,1.68,7.16,10.88,1.39,0,0,6,2022,4,15,19,5
Lisboa,38.7071,-9.13549,14,30,39,18,Clouds,few clouds,18.7,18.24,17.53,19.92,1012,62,11.83,350,20,0.0,0.0,2,211.95,0.17,2.34,105.86,1.25,7.92,15.71,1.38,16,21,6,2022,4,15,19,15
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,18.79,18.55,16.73,23.49,1017,70,7.2,340,0,0.0,0.0,2,205.28,0.12,1.09,90.84,1.36,3.72,8.22,0.42,0,0,6,2022,4,15,19,15
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.81,19.86,24.52,1015,73,4.12,250,0,0.0,0.0,2,193.6,0.06,1.08,115.87,1.68,7.16,10.88,1.39,0,0,6,2022,4,15,19,15
Lisboa,38.7071,-9.13549,14,30,39,18,Clouds,few clouds,18.49,18.01,17.25,19.92,1012,62,11.83,350,20,0.0,0.0,2,211.95,0.17,2.34,105.86,1.25,7.92,15.71,1.38,16,21,6,2022,4,15,19,25
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,18.34,18.08,15.47,23.49,1017,71,6.26,340,0,0.0,6.26,2,205.28,0.12,1.09,90.84,1.36,3.72,8.22,0.42,0,0,6,2022,4,15,19,25
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.81,19.86,23.97,1015,73,4.12,250,0,0.0,0.0,2,193.6,0.06,1.08,115.87,1.68,7.16,10.88,1.39,0,0,6,2022,4,15,19,25
Lisboa,38.7071,-9.13549,11,30,49,18,Clouds,few clouds,18.3,17.83,16.7,19.92,1012,63,11.83,350,20,0.0,0.0,2,210.29,0.03,2.55,101.57,1.25,6.34,13.8,1.17,19,31,6,2022,4,15,19,35
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,18.75,18.51,15.62,19.71,1017,70,6.26,340,0,0.0,6.26,2,203.61,0.04,1.39,80.11,1.27,2.97,6.85,0.5,0,0,6,2022,4,15,19,35
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.81,19.86,19.86,1015,73,4.12,250,0,0.0,0.0,2,196.93,0.01,1.52,114.44,2.12,8.28,13.11,1.57,0,0,6,2022,4,15,19,35
Lisboa,38.7071,-9.13549,12,29,45,18,Clouds,few clouds,17.48,16.95,15.54,18.31,1011,64,10.8,360,20,0.0,0.0,2,210.29,0.03,2.55,101.57,1.25,6.34,13.8,1.17,17,27,6,2022,4,15,19,45
Porto,41.14961,-8.61099,15,15,31,31,Clear,clear sky,18.57,18.31,15.47,19.55,1017,70,6.26,340,0,0.0,6.26,2,203.61,0.04,1.39,80.11,1.27,2.97,6.85,0.5,0,0,6,2022,4,15,19,45
Faro,37.019356,-7.93044,28,28,148,148,Clear,clear sky,19.86,19.81,19.86,19.86,1015,73,4.12,250,0,0.0,0.0,2,196.93,0.01,1.52,114.44,2.12,8.28,13.11,1.57,0,0,6,2022,4,15,19,45
